X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
1254;359;0.4899116;0.2499915;0.5180876;0.2370888;780.3;0.2323212;False;24.05.2024 13:59:21:290;1716551961290;;
1269;358;0.4960553;0.2490985;0.522505;0.1948415;779.6;0.2327878;False;24.05.2024 13:59:21:306;1716551961306;;
1278;349;0.4993239;0.2426909;0.5129072;0.144579;780.5;0.2327679;False;24.05.2024 13:59:21:324;1716551961324;;
1283;343;0.5012854;0.2383863;0.5128905;0.1445783;781.3;0.2332897;False;24.05.2024 13:59:21:338;1716551961338;;
1287;343;0.5030861;0.2383114;0.5123567;0.1998705;783.9;0.2366063;False;24.05.2024 13:59:21:356;1716551961356;;
1291;340;0.504455;0.2363112;0.5142773;0.1637276;786.1;0.2371755;False;24.05.2024 13:59:21:370;1716551961370;;
1298;338;0.5072485;0.2354159;0.5229312;0.1809788;787.3;0.24131;False;24.05.2024 13:59:21:387;1716551961387;;
1302;338;0.5088996;0.2351463;0.5218817;0.2132005;788.4;0.241577;False;24.05.2024 13:59:21:403;1716551961403;;
1306;345;0.510426;0.2396796;0.518366;0.2819811;789.0;0.2418029;False;24.05.2024 13:59:21:429;1716551961429;;
1309;381;0.5116742;0.2649123;0.5190777;0.3798962;789.6;0.2406467;False;24.05.2024 13:59:21:455;1716551961455;;
1311;378;0.5122709;0.2626427;0.51777;0.1985527;791.3;0.2437488;False;24.05.2024 13:59:21:475;1716551961475;;
1312;378;0.5127596;0.2626362;0.5182492;0.2304247;790.9;0.2383602;False;24.05.2024 13:59:21:492;1716551961492;;
1314;376;0.5133826;0.2612786;0.5198096;0.2068933;790.5;0.2378734;False;24.05.2024 13:59:21:514;1716551961514;;
1314;366;0.5133293;0.2547007;0.5124868;0.1562009;791.3;0.2416708;False;24.05.2024 13:59:21:532;1716551961532;;
1314;362;0.5132993;0.2516996;0.512673;0.1721296;792.1;0.241843;False;24.05.2024 13:59:21:547;1716551961547;;
1313;353;0.5132624;0.2453725;0.5125037;0.1445614;794.2;0.2471417;False;24.05.2024 13:59:21:564;1716551961564;;
1313;346;0.5132343;0.2406824;0.5124899;0.1445609;796.1;0.2476493;False;24.05.2024 13:59:21:579;1716551961579;;
1314;339;0.5133191;0.2357986;0.5151668;0.1446803;797.7;0.2449538;False;24.05.2024 13:59:21:596;1716551961596;;
1314;334;0.5135164;0.2324176;0.5187349;0.1448364;799.2;0.2452284;False;24.05.2024 13:59:21:610;1716551961610;;
1314;329;0.5135841;0.2285102;0.5152906;0.1446856;801.3;0.2494584;False;24.05.2024 13:59:21:628;1716551961628;;
1315;328;0.5139993;0.2282686;0.5221533;0.1955041;803.2;0.2488395;False;24.05.2024 13:59:21:649;1716551961649;;
1331;329;0.520076;0.2290501;0.573293;0.2454409;800.9;0.241464;False;24.05.2024 13:59:21:666;1716551961666;;
1342;330;0.524335;0.2296212;0.5733241;0.2453794;798.8;0.2419352;False;24.05.2024 13:59:21:679;1716551961679;;
1342;328;0.5243073;0.2281699;0.5229393;0.1701017;797.8;0.2471265;False;24.05.2024 13:59:21:696;1716551961696;;
1342;328;0.5242537;0.228156;0.5206897;0.196118;796.4;0.2464429;False;24.05.2024 13:59:21:713;1716551961713;;
1341;324;0.524205;0.2250772;0.5185144;0.1448224;795.2;0.2470473;False;24.05.2024 13:59:21:727;1716551961727;;
1341;320;0.5241631;0.2224957;0.5185105;0.1448222;794.0;0.2471723;False;24.05.2024 13:59:21:742;1716551961742;;
1341;316;0.5241176;0.2196194;0.5199381;0.1448872;793.2;0.2378703;False;24.05.2024 13:59:21:758;1716551961758;;
1341;313;0.5240862;0.2176717;0.5199237;0.1448866;792.5;0.2383016;False;24.05.2024 13:59:21:772;1716551961772;;
1341;309;0.524061;0.2151831;0.5130336;0.1445846;791.4;0.2420159;False;24.05.2024 13:59:21:791;1716551961791;;
1341;306;0.5240396;0.2131308;0.5130409;0.1445849;790.4;0.2417877;False;24.05.2024 13:59:21:809;1716551961809;;
1341;304;0.5239899;0.2112989;0.5116941;0.1445251;790.3;0.2459764;False;24.05.2024 13:59:21:827;1716551961827;;
1341;304;0.5239466;0.2111765;0.5112818;0.2066491;790.2;0.2465944;False;24.05.2024 13:59:21:842;1716551961842;;
1341;302;0.523922;0.2103535;0.515277;0.1567338;790.5;0.2450313;False;24.05.2024 13:59:21:860;1716551961860;;
1340;302;0.523828;0.2102318;0.5087416;0.1677664;790.8;0.2457628;False;24.05.2024 13:59:21:872;1716551961872;;
1340;300;0.5237865;0.2087615;0.5190817;0.1448445;788.2;0.2486234;False;24.05.2024 13:59:21:889;1716551961889;;
1340;299;0.5237615;0.20766;0.5210766;0.1449319;785.8;0.249215;False;24.05.2024 13:59:21:904;1716551961904;;
1340;299;0.5237356;0.2076489;0.5168473;0.2073323;784.5;0.235811;False;24.05.2024 13:59:21:920;1716551961920;;
1340;298;0.5237131;0.2076374;0.516827;0.207264;783.3;0.2363879;False;24.05.2024 13:59:21:937;1716551961937;;
1340;298;0.5236897;0.2076283;0.5168506;0.207344;782.3;0.2357129;False;24.05.2024 13:59:21:955;1716551961955;;
1340;295;0.5236753;0.205528;0.5160831;0.1447126;786.5;0.2442879;False;24.05.2024 13:59:21:976;1716551961976;;
1340;296;0.523646;0.2057527;0.5189151;0.2120922;785.4;0.2481177;False;24.05.2024 13:59:21:995;1716551961995;;
1340;296;0.5236251;0.2056735;0.5190315;0.1745515;784.4;0.249051;False;24.05.2024 13:59:22:8;1716551962008;;
1340;293;0.5236068;0.2039633;0.5215853;0.144953;785.0;0.2511544;False;24.05.2024 13:59:22:26;1716551962026;;
1340;291;0.5235931;0.2027062;0.5215663;0.1449522;785.4;0.2517943;False;24.05.2024 13:59:22:40;1716551962040;;
1340;291;0.5235767;0.202452;0.5181854;0.1921501;784.8;0.2466355;False;24.05.2024 13:59:22:65;1716551962065;;
1340;292;0.5235546;0.2032298;0.5154718;0.2210396;783.8;0.2367896;False;24.05.2024 13:59:22:84;1716551962084;;
1340;292;0.5235496;0.2031439;0.5174443;0.1866796;782.9;0.2375157;False;24.05.2024 13:59:22:97;1716551962097;;
1329;295;0.5192553;0.2051161;0.4661908;0.2411321;782.3;0.2449567;False;24.05.2024 13:59:22:114;1716551962114;;
1321;297;0.5163899;0.206465;0.4664069;0.2410951;781.7;0.2456939;False;24.05.2024 13:59:22:128;1716551962128;;
1315;299;0.5137317;0.2077364;0.466368;0.2411017;781.2;0.2455625;False;24.05.2024 13:59:22:142;1716551962142;;
936;353;0.3657172;0.245197;0.1206145;0.4272978;780.8;0.2402363;False;24.05.2024 13:59:22:160;1716551962160;;
708;427;0.276794;0.2968173;0.09923952;0.5198058;780.5;0.2407477;False;24.05.2024 13:59:22:174;1716551962174;;
548;524;0.2141931;0.3639119;0.09683302;0.5854573;783.6;0.2450694;False;24.05.2024 13:59:22:191;1716551962191;;
452;545;0.1766862;0.3789933;0.08721887;0.4787788;786.4;0.2458058;False;24.05.2024 13:59:22:205;1716551962205;;
392;562;0.153249;0.390314;0.08721907;0.478778;789.0;0.2458115;False;24.05.2024 13:59:22:219;1716551962219;;
360;579;0.1410069;0.4021599;0.1083794;0.4815322;791.2;0.2461067;False;24.05.2024 13:59:22:235;1716551962235;;
342;590;0.133883;0.4101345;0.1085523;0.4814162;793.3;0.2466957;False;24.05.2024 13:59:22:249;1716551962249;;
317;590;0.1239418;0.4100105;0.09651239;0.408176;795.9;0.2499315;False;24.05.2024 13:59:22:267;1716551962267;;
303;590;0.1185255;0.4099281;0.09652195;0.4081343;798.3;0.2502599;False;24.05.2024 13:59:22:281;1716551962281;;
297;589;0.1161472;0.4094099;0.1071865;0.3402654;800.7;0.2536466;False;24.05.2024 13:59:22:298;1716551962298;;
290;589;0.1132929;0.409031;0.09871536;0.3980142;802.9;0.2541597;False;24.05.2024 13:59:22:312;1716551962312;;
277;598;0.1083934;0.4157018;0.08831274;0.4772846;803.6;0.254429;False;24.05.2024 13:59:22:328;1716551962328;;
269;605;0.1053466;0.4202298;0.08832671;0.4772238;804.2;0.2549497;False;24.05.2024 13:59:22:341;1716551962341;;
261;613;0.1021734;0.4261784;0.0875913;0.4842358;803.8;0.2561168;False;24.05.2024 13:59:22:359;1716551962359;;
256;619;0.1001896;0.4301853;0.08759676;0.4842119;803.4;0.2563239;False;24.05.2024 13:59:22:374;1716551962374;;
253;620;0.09902375;0.4310028;0.09245966;0.4467194;805.5;0.2548976;False;24.05.2024 13:59:22:392;1716551962392;;
251;621;0.0982507;0.4315924;0.09247382;0.4466533;807.4;0.2554174;False;24.05.2024 13:59:22:407;1716551962407;;
247;625;0.09662922;0.4346818;0.08577423;0.4789667;808.2;0.2573884;False;24.05.2024 13:59:22:425;1716551962425;;
247;645;0.09651891;0.4480363;0.09538273;0.5647285;808.9;0.2581081;False;24.05.2024 13:59:22:439;1716551962439;;
244;645;0.09558687;0.44819;0.08774181;0.4537004;807.8;0.2553297;False;24.05.2024 13:59:22:456;1716551962456;;
245;644;0.09599087;0.447296;0.1017813;0.399534;806.8;0.2558316;False;24.05.2024 13:59:22:470;1716551962470;;
248;576;0.09718328;0.40047;0.1210947;0.185486;808.6;0.2517513;False;24.05.2024 13:59:22:488;1716551962488;;
247;577;0.09683812;0.400927;0.09200525;0.4253922;810.3;0.2521235;False;24.05.2024 13:59:22:502;1716551962502;;
250;534;0.09768091;0.3712729;0.1181057;0.2031032;809.7;0.2473172;False;24.05.2024 13:59:22:519;1716551962519;;
251;506;0.09828129;0.3519976;0.1181145;0.2030604;809.1;0.2476032;False;24.05.2024 13:59:22:533;1716551962533;;
251;507;0.09828293;0.3522161;0.09830935;0.3775796;808.2;0.2456943;False;24.05.2024 13:59:22:549;1716551962549;;
252;492;0.09873793;0.3422744;0.1125382;0.2426867;807.4;0.2461485;False;24.05.2024 13:59:22:564;1716551962564;;
252;493;0.09871162;0.3429997;0.09830844;0.3775834;806.7;0.2456514;False;24.05.2024 13:59:22:584;1716551962584;;
253;469;0.09919262;0.3258494;0.1161877;0.2204253;805.5;0.242724;False;24.05.2024 13:59:22:608;1716551962608;;
254;421;0.09923413;0.2924886;0.12887;0.1169746;804.4;0.2436877;False;24.05.2024 13:59:22:624;1716551962624;;
252;477;0.09867544;0.3316297;0.08996101;0.5298009;803.9;0.2434435;False;24.05.2024 13:59:22:643;1716551962643;;
423;422;0.1655403;0.2935912;0.3526585;0.1086853;802.5;0.2445303;False;24.05.2024 13:59:22:660;1716551962660;;
523;387;0.2044374;0.2693571;0.3527763;0.1087116;801.2;0.2450661;False;24.05.2024 13:59:22:674;1716551962674;;
848;465;0.3312663;0.3230684;0.5424543;0.5590289;794.1;0.2415051;False;24.05.2024 13:59:22:691;1716551962691;;
1013;513;0.3957132;0.3567349;0.5424783;0.559023;787.6;0.2418664;False;24.05.2024 13:59:22:705;1716551962705;;
1174;491;0.4589177;0.3411674;0.5670701;0.2170846;783.5;0.2307163;False;24.05.2024 13:59:22:724;1716551962724;;
1273;472;0.4973608;0.3280381;0.5670391;0.2171496;779.8;0.2303049;False;24.05.2024 13:59:22:744;1716551962744;;
1381;469;0.53979;0.326053;0.611544;0.2795869;776.4;0.2400267;False;24.05.2024 13:59:22:766;1716551962766;;
1444;467;0.5641069;0.3243954;0.6115344;0.2796216;773.4;0.239834;False;24.05.2024 13:59:22:786;1716551962786;;
1428;467;0.5580683;0.3244218;0.5417916;0.3258951;771.7;0.2445349;False;24.05.2024 13:59:22:810;1716551962810;;
1464;451;0.5719662;0.313525;0.606249;0.2115126;771.2;0.2439593;False;24.05.2024 13:59:22:832;1716551962832;;
1481;442;0.5788347;0.3072036;0.6062561;0.2114711;770.7;0.2442181;False;24.05.2024 13:59:22:845;1716551962845;;
1500;443;0.5860498;0.3077368;0.611084;0.3261099;770.7;0.2427849;False;24.05.2024 13:59:22:863;1716551962863;;
1511;443;0.5905473;0.3081319;0.6110916;0.3260737;770.7;0.2430038;False;24.05.2024 13:59:22:877;1716551962877;;
1519;443;0.5934042;0.3081855;0.605565;0.3125945;772.1;0.2378096;False;24.05.2024 13:59:22:896;1716551962896;;
1523;443;0.5952644;0.3082257;0.6055833;0.3125394;773.4;0.2380969;False;24.05.2024 13:59:22:911;1716551962911;;
1558;403;0.6089432;0.2799875;0.6595021;0.1120039;775.9;0.2463316;False;24.05.2024 13:59:22:927;1716551962927;;
1581;375;0.617756;0.2605219;0.6595451;0.1119622;778.2;0.2468683;False;24.05.2024 13:59:22:941;1716551962941;;
1598;352;0.6243819;0.2449496;0.659538;0.111969;780.2;0.2467828;False;24.05.2024 13:59:22:957;1716551962957;;
1594;331;0.6229222;0.230334;0.612046;0.1158392;782.3;0.2489481;False;24.05.2024 13:59:22:974;1716551962974;;
1592;317;0.6219306;0.2202602;0.6121701;0.1158369;784.2;0.2493752;False;24.05.2024 13:59:22:989;1716551962989;;
1588;303;0.6204597;0.2107771;0.6050964;0.1166247;785.2;0.242238;False;24.05.2024 13:59:23:7;1716551963007;;
1584;294;0.6190863;0.2044927;0.5966462;0.1194596;786.1;0.2426807;False;24.05.2024 13:59:23:20;1716551963020;;
1605;279;0.627032;0.1938778;0.669405;0.09456465;786.5;0.2401066;False;24.05.2024 13:59:23:38;1716551963038;;
1618;268;0.6323167;0.1864209;0.6694245;0.09455535;786.9;0.2403683;False;24.05.2024 13:59:23:53;1716551963053;;
1618;260;0.6323101;0.1806713;0.6322427;0.1076896;786.9;0.2407668;False;24.05.2024 13:59:23:72;1716551963072;;
1620;251;0.6330599;0.1744808;0.6407875;0.09543759;787.0;0.2374124;False;24.05.2024 13:59:23:89;1716551963089;;
1622;245;0.6337433;0.1707669;0.6429058;0.1014074;787.1;0.2380546;False;24.05.2024 13:59:23:103;1716551963103;;
1623;241;0.6343281;0.1675289;0.6429027;0.1014066;787.2;0.2379554;False;24.05.2024 13:59:23:118;1716551963118;;
1622;237;0.6339163;0.1647332;0.6259211;0.1090096;785.8;0.2425667;False;24.05.2024 13:59:23:135;1716551963135;;
1622;234;0.6336298;0.1627853;0.6259243;0.1090072;784.6;0.2427024;False;24.05.2024 13:59:23:150;1716551963150;;
1636;228;0.6393552;0.158638;0.680509;0.09065402;783.3;0.2419022;False;24.05.2024 13:59:23:169;1716551963169;;
1656;223;0.6470761;0.1552767;0.6994235;0.09013914;782.2;0.2440991;False;24.05.2024 13:59:23:187;1716551963187;;
1665;235;0.6505853;0.1637944;0.686417;0.2553528;781.2;0.2447735;False;24.05.2024 13:59:23:204;1716551963204;;
1670;234;0.6526296;0.1629561;0.6751726;0.1273995;780.3;0.2464138;False;24.05.2024 13:59:23:223;1716551963223;;
1674;233;0.6540343;0.1623494;0.6752089;0.1273084;779.5;0.2468551;False;24.05.2024 13:59:23:239;1716551963239;;
1677;232;0.6552826;0.1617849;0.6752163;0.12729;778.7;0.2469447;False;24.05.2024 13:59:23:256;1716551963256;;
1677;221;0.6551551;0.1536006;0.6461855;0.05764351;777.5;0.2413672;False;24.05.2024 13:59:23:275;1716551963275;;
1677;215;0.6550999;0.1496901;0.6372933;0.07922462;777.1;0.2440517;False;24.05.2024 13:59:23:295;1716551963295;;
1676;207;0.6550125;0.1443782;0.6492327;0.05533489;776.7;0.2443762;False;24.05.2024 13:59:23:310;1716551963310;;
1676;200;0.6549274;0.139419;0.6492366;0.05533446;776.4;0.2444485;False;24.05.2024 13:59:23:327;1716551963327;;
1681;193;0.6568652;0.1343632;0.6820167;0.05502618;774.8;0.2422364;False;24.05.2024 13:59:23:348;1716551963348;;
1683;191;0.6576307;0.1330445;0.6722202;0.08430463;772.9;0.242869;False;24.05.2024 13:59:23:370;1716551963370;;
1684;190;0.6581558;0.1321239;0.672236;0.08427946;771.3;0.24311;False;24.05.2024 13:59:23:388;1716551963388;;
1687;185;0.6591348;0.1285054;0.6777791;0.0575055;770.8;0.2408369;False;24.05.2024 13:59:23:410;1716551963410;;
1699;184;0.6637543;0.1280757;0.7081122;0.08827891;769.8;0.2386624;False;24.05.2024 13:59:23:432;1716551963432;;
1706;183;0.66679;0.1277732;0.7081647;0.08822745;769.0;0.2392095;False;24.05.2024 13:59:23:448;1716551963448;;
1712;182;0.6687734;0.1269394;0.7002278;0.07902352;767.7;0.2412992;False;24.05.2024 13:59:23:468;1716551963468;;
1715;181;0.6702222;0.1263075;0.7002671;0.07896607;766.6;0.2416631;False;24.05.2024 13:59:23:484;1716551963484;;
1715;177;0.6702479;0.1235488;0.6745125;0.06135271;765.4;0.24253;False;24.05.2024 13:59:23:514;1716551963514;;
1716;175;0.6705297;0.1218053;0.6821069;0.06598067;764.4;0.2425377;False;24.05.2024 13:59:23:545;1716551963545;;
1716;246;0.6705127;0.1713315;0.6686932;0.3579112;764.3;0.2421926;False;24.05.2024 13:59:23:564;1716551963564;;
1717;265;0.6707315;0.1845007;0.6843386;0.2801231;764.3;0.2425749;False;24.05.2024 13:59:23:580;1716551963580;;
1724;263;0.6738189;0.1828486;0.7110274;0.1110075;765.2;0.2433387;False;24.05.2024 13:59:23:606;1716551963606;;
1726;254;0.6743613;0.1767036;0.6906634;0.08618066;767.0;0.242899;False;24.05.2024 13:59:23:642;1716551963642;;
1726;255;0.6743842;0.1776662;0.6791309;0.1905555;768.2;0.2376378;False;24.05.2024 13:59:23:662;1716551963662;;
1725;258;0.6741755;0.1795621;0.6652961;0.2081196;769.3;0.237955;False;24.05.2024 13:59:23:679;1716551963679;;
1725;260;0.6739954;0.181141;0.6653123;0.2080806;770.3;0.238089;False;24.05.2024 13:59:23:694;1716551963694;;
1726;249;0.6745545;0.1729452;0.6942097;0.06610229;771.2;0.2392423;False;24.05.2024 13:59:23:714;1716551963714;;
1727;248;0.6747544;0.1727234;0.6882051;0.127953;771.6;0.2430474;False;24.05.2024 13:59:23:735;1716551963735;;
1728;244;0.6750153;0.1697781;0.6913151;0.090512;771.9;0.2437641;False;24.05.2024 13:59:23:753;1716551963753;;
1732;238;0.6767513;0.1655708;0.7110139;0.07894555;771.9;0.2414586;False;24.05.2024 13:59:23:772;1716551963772;;
1732;239;0.6769528;0.166525;0.6935843;0.1849115;772.0;0.2419175;False;24.05.2024 13:59:23:788;1716551963788;;
1731;236;0.6764075;0.1640294;0.6642546;0.09626059;771.1;0.2444789;False;24.05.2024 13:59:23:812;1716551963812;;
1731;232;0.676322;0.1617271;0.6723315;0.09320603;770.2;0.2441027;False;24.05.2024 13:59:23:833;1716551963833;;
1724;229;0.6735972;0.1591695;0.6511636;0.1007616;771.4;0.2360066;False;24.05.2024 13:59:23:885;1716551963885;;
1720;228;0.6721573;0.1584509;0.6443197;0.1024425;771.9;0.2402218;False;24.05.2024 13:59:23:903;1716551963903;;
1722;231;0.672716;0.1609766;0.6915965;0.1978255;772.3;0.2413091;False;24.05.2024 13:59:23:919;1716551963919;;
1626;230;0.6353884;0.1598793;0.5071782;0.102556;768.9;0.2457375;False;24.05.2024 13:59:23:938;1716551963938;;
1217;228;0.4756614;0.1588913;0.2428495;0.1014783;764.6;0.255976;False;24.05.2024 13:59:23:957;1716551963957;;
1025;231;0.4006389;0.1609868;0.2603169;0.1934112;760.9;0.2567819;False;24.05.2024 13:59:23:973;1716551963973;;
857;217;0.3348112;0.1509496;0.2316611;0.03859707;757.2;0.2607236;False;24.05.2024 13:59:23:994;1716551963994;;
779;216;0.3043767;0.1502492;0.2366126;0.09888774;753.9;0.2610223;False;24.05.2024 13:59:24:10;1716551964010;;
816;203;0.3189295;0.141057;0.3882246;0.02843813;751.2;0.2580819;False;24.05.2024 13:59:24:29;1716551964029;;
840;193;0.3284053;0.1345314;0.3883266;0.02844905;748.8;0.2585714;False;24.05.2024 13:59:24:45;1716551964045;;
864;185;0.3377649;0.1286639;0.4181764;0.03227324;747.6;0.2583061;False;24.05.2024 13:59:24:62;1716551964062;;
876;184;0.3424011;0.1283691;0.4544097;0.1074302;746.5;0.2588954;False;24.05.2024 13:59:24:79;1716551964079;;
915;184;0.3577643;0.1281753;0.5370557;0.08709119;745.6;0.258574;False;24.05.2024 13:59:24:95;1716551964095;;
931;176;0.3638915;0.1226529;0.4108858;0.03155407;743.0;0.262939;False;24.05.2024 13:59:24:115;1716551964115;;
942;170;0.368348;0.118073;0.4483562;0.03594306;742.0;0.264841;False;24.05.2024 13:59:24:138;1716551964138;;
951;164;0.371772;0.1141776;0.403247;0.02804016;741.0;0.2655582;False;24.05.2024 13:59:24:154;1716551964154;;
953;163;0.3725883;0.1137996;0.4703535;0.06682181;743.0;0.2755294;False;24.05.2024 13:59:24:175;1716551964175;;
881;163;0.3443147;0.1133889;0.2678471;0.0654034;745.7;0.2797169;False;24.05.2024 13:59:24:197;1716551964197;;
865;162;0.337953;0.1130571;0.3080623;0.08660053;748.2;0.2804986;False;24.05.2024 13:59:24:214;1716551964214;;
780;164;0.3050281;0.1143941;0.2132983;0.1370943;750.3;0.2731298;False;24.05.2024 13:59:24:232;1716551964232;;
713;165;0.278693;0.1146255;0.1944647;0.1214498;752.2;0.2740757;False;24.05.2024 13:59:24:248;1716551964248;;
724;156;0.283138;0.1088575;0.3436483;0.01638829;749.9;0.2763957;False;24.05.2024 13:59:24:266;1716551964266;;
729;153;0.2848367;0.1063287;0.2986196;0.03418178;747.9;0.2769933;False;24.05.2024 13:59:24:282;1716551964282;;
615;160;0.2404888;0.111222;0.127722;0.1687987;747.0;0.2800414;False;24.05.2024 13:59:24:299;1716551964299;;
545;177;0.2129881;0.123379;0.1212748;0.2335527;746.2;0.2810938;False;24.05.2024 13:59:24:313;1716551964313;;
484;216;0.1890748;0.1505724;0.1193553;0.2985795;745.0;0.2769747;False;24.05.2024 13:59:24:330;1716551964330;;
494;216;0.1933117;0.1502542;0.2410586;0.1053085;744.0;0.2776353;False;24.05.2024 13:59:24:343;1716551964343;;
497;201;0.1944334;0.1396514;0.299482;0.01527123;747.5;0.2620985;False;24.05.2024 13:59:24:360;1716551964360;;
499;190;0.195237;0.1323507;0.2995731;0.01525844;750.6;0.2625591;False;24.05.2024 13:59:24:374;1716551964374;;
494;182;0.1931658;0.1270816;0.1819476;0.03226965;754.0;0.2581934;False;24.05.2024 13:59:24:390;1716551964390;;
490;177;0.19176;0.1231114;0.1820615;0.0322532;757.0;0.2587458;False;24.05.2024 13:59:24:404;1716551964404;;
462;173;0.1807759;0.1206819;0.1331563;0.0481746;759.8;0.2592057;False;24.05.2024 13:59:24:420;1716551964420;;
454;170;0.1775238;0.1182844;0.1552356;0.04040976;762.3;0.2598276;False;24.05.2024 13:59:24:434;1716551964434;;
442;167;0.172815;0.1165327;0.1431725;0.04694328;764.5;0.2596727;False;24.05.2024 13:59:24:449;1716551964449;;
427;167;0.1669373;0.1162672;0.1342395;0.1052674;767.6;0.2557074;False;24.05.2024 13:59:24:465;1716551964465;;
417;167;0.1629111;0.1160633;0.1342466;0.1052425;770.4;0.2560907;False;24.05.2024 13:59:24:480;1716551964480;;
408;166;0.1597003;0.115883;0.1342497;0.1052318;772.9;0.2562553;False;24.05.2024 13:59:24:494;1716551964494;;
400;169;0.1562549;0.1177085;0.132683;0.1488526;775.7;0.2578245;False;24.05.2024 13:59:24:512;1716551964512;;
394;171;0.1540045;0.1189724;0.1326889;0.1488295;778.3;0.2581499;False;24.05.2024 13:59:24:525;1716551964525;;
391;166;0.1530919;0.1157497;0.1441863;0.04477392;780.7;0.2552995;False;24.05.2024 13:59:24:543;1716551964543;;
395;162;0.1545396;0.1127312;0.2196336;0.0347878;782.8;0.2556055;False;24.05.2024 13:59:24:556;1716551964556;;
434;162;0.1699014;0.1129549;0.2838482;0.1199165;784.4;0.2561083;False;24.05.2024 13:59:24:575;1716551964575;;
459;162;0.1796446;0.1131062;0.2838809;0.1199013;785.9;0.2562682;False;24.05.2024 13:59:24:588;1716551964588;;
459;154;0.1796616;0.1074079;0.2175664;0.01956958;787.8;0.2586232;False;24.05.2024 13:59:24:606;1716551964606;;
