X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
308;417;0.1205555;0.2898156;0.132781;0.1420286;733.6;0.2493566;False;24.05.2024 14:05:32:370;1716552332370;;
308;397;0.1205977;0.2761113;0.1327851;0.1420127;735.6;0.2496693;False;24.05.2024 14:05:32:390;1716552332390;;
372;435;0.1454462;0.3026333;0.2477126;0.4229443;736.3;0.2484805;False;24.05.2024 14:05:32:413;1716552332413;;
493;393;0.192668;0.2729546;0.3269918;0.1012195;734.2;0.2423115;False;24.05.2024 14:05:32:435;1716552332435;;
542;359;0.2117375;0.2493444;0.2985767;0.08670146;732.3;0.2427901;False;24.05.2024 14:05:32:454;1716552332454;;
702;333;0.274233;0.2316793;0.4128919;0.1009282;735.2;0.2342941;False;24.05.2024 14:05:32:474;1716552332474;;
782;299;0.3057314;0.2078916;0.4028471;0.04984665;737.8;0.2345133;False;24.05.2024 14:05:32:494;1716552332494;;
891;296;0.3484357;0.205619;0.4457072;0.1540853;741.3;0.2328843;False;24.05.2024 14:05:32:517;1716552332517;;
939;296;0.3671069;0.2056165;0.4242148;0.1876648;744.4;0.2318779;False;24.05.2024 14:05:32:540;1716552332540;;
992;293;0.3876647;0.2034985;0.4553624;0.148012;747.3;0.2321074;False;24.05.2024 14:05:32:558;1716552332558;;
1041;285;0.4067701;0.1983267;0.4653216;0.1215382;750.2;0.2454102;False;24.05.2024 14:05:32:579;1716552332579;;
1041;289;0.4066921;0.2010766;0.3162237;0.239613;752.5;0.2405389;False;24.05.2024 14:05:32:602;1716552332602;;
1036;288;0.4048828;0.2006199;0.3309913;0.1688638;754.6;0.2406837;False;24.05.2024 14:05:32:621;1716552332621;;
1093;288;0.4271812;0.2005873;0.4910834;0.1988573;755.0;0.2221112;False;24.05.2024 14:05:32:644;1716552332644;;
1095;303;0.4278653;0.2110732;0.431822;0.2982461;757.9;0.2513453;False;24.05.2024 14:05:32:664;1716552332664;;
1090;304;0.4260212;0.2112512;0.3702587;0.2197893;760.4;0.2515758;False;24.05.2024 14:05:32:683;1716552332683;;
1088;301;0.4252343;0.2091615;0.4192243;0.1608679;761.3;0.2529502;False;24.05.2024 14:05:32:705;1716552332705;;
1087;298;0.4246898;0.2076231;0.4192214;0.1608739;762.2;0.2531229;False;24.05.2024 14:05:32:724;1716552332724;;
1083;313;0.4233731;0.2177037;0.3835541;0.3008415;762.9;0.2585617;False;24.05.2024 14:05:32:746;1716552332746;;
1081;323;0.4223595;0.2249759;0.3835301;0.300848;763.6;0.2586063;False;24.05.2024 14:05:32:766;1716552332766;;
997;329;0.3898138;0.2286051;0.251775;0.2794083;764.1;0.2642278;False;24.05.2024 14:05:32:788;1716552332788;;
973;324;0.3802177;0.2253548;0.2973838;0.1704054;761.9;0.2580464;False;24.05.2024 14:05:32:811;1716552332811;;
953;313;0.3722979;0.2177453;0.2906302;0.1273541;759.9;0.2581891;False;24.05.2024 14:05:32:829;1716552332829;;
874;314;0.3416303;0.218356;0.2152163;0.2374165;755.8;0.2522591;False;24.05.2024 14:05:32:850;1716552332850;;
854;314;0.3339136;0.2184118;0.268447;0.222681;754.3;0.2505183;False;24.05.2024 14:05:32:873;1716552332873;;
841;315;0.3286016;0.2192635;0.2690396;0.2455531;752.8;0.2506585;False;24.05.2024 14:05:32:892;1716552332892;;
807;315;0.3153329;0.2192649;0.2333341;0.2196289;750.1;0.2522562;False;24.05.2024 14:05:32:914;1716552332914;;
849;313;0.331733;0.2180046;0.4075348;0.1846892;748.9;0.249654;False;24.05.2024 14:05:32:938;1716552332938;;
874;313;0.3417887;0.2177062;0.4053553;0.1978067;747.8;0.2497399;False;24.05.2024 14:05:32:959;1716552332959;;
883;311;0.345024;0.2161454;0.3758507;0.1777955;747.3;0.2539861;False;24.05.2024 14:05:32:984;1716552332984;;
1072;305;0.4190269;0.212383;0.5636231;0.1545738;747.0;0.2569645;False;24.05.2024 14:05:33:9;1716552333009;;
1113;305;0.4349605;0.21235;0.4978312;0.1972101;746.0;0.2525453;False;24.05.2024 14:05:33:31;1716552333031;;
1137;305;0.444442;0.2119283;0.4933739;0.1837153;745.1;0.252562;False;24.05.2024 14:05:33:51;1716552333051;;
1174;301;0.4588922;0.2092587;0.5191746;0.1531659;745.4;0.2450665;False;24.05.2024 14:05:33:72;1716552333072;;
1225;291;0.4788787;0.2026206;0.5587912;0.1130939;745.6;0.245106;False;24.05.2024 14:05:33:90;1716552333090;;
1383;290;0.5404619;0.2017943;0.6682911;0.1641682;746.0;0.2382336;False;24.05.2024 14:05:33:112;1716552333112;;
1516;290;0.5924225;0.2016984;0.6988233;0.1958454;746.3;0.2382565;False;24.05.2024 14:05:33:135;1716552333135;;
1596;265;0.6236271;0.1841045;0.6945091;0.06161606;745.8;0.2354023;False;24.05.2024 14:05:33:159;1716552333159;;
1682;367;0.6573344;0.2550136;0.7334451;0.4659503;746.6;0.2425607;False;24.05.2024 14:05:33:182;1716552333182;;
1706;370;0.6667138;0.2573825;0.6973481;0.2844667;745.4;0.2542311;False;24.05.2024 14:05:33:204;1716552333204;;
1721;373;0.6723542;0.2590365;0.6972347;0.2845292;744.4;0.2541512;False;24.05.2024 14:05:33:221;1716552333221;;
1710;370;0.6682077;0.257452;0.634802;0.1977844;742.0;0.243379;False;24.05.2024 14:05:33:244;1716552333244;;
1701;358;0.6647483;0.2489332;0.6128327;0.1465192;739.4;0.2356111;False;24.05.2024 14:05:33:267;1716552333267;;
1697;357;0.6630748;0.2483539;0.6521772;0.1999421;737.1;0.2355682;False;24.05.2024 14:05:33:293;1716552333293;;
1691;379;0.6607858;0.263557;0.6238863;0.3529914;733.6;0.2312699;False;24.05.2024 14:05:33:317;1716552333317;;
1689;389;0.6599882;0.2704093;0.6526905;0.32962;730.1;0.2298053;False;24.05.2024 14:05:33:340;1716552333340;;
1688;391;0.6596864;0.2715735;0.6562927;0.2936586;727.0;0.2296868;False;24.05.2024 14:05:33:358;1716552333358;;
1697;387;0.6629478;0.2690514;0.6852106;0.2078601;726.3;0.234887;False;24.05.2024 14:05:33:381;1716552333381;;
1696;401;0.6626816;0.2786518;0.6224735;0.351644;729.2;0.2471825;False;24.05.2024 14:05:33:404;1716552333404;;
1694;411;0.6619045;0.2857703;0.6328671;0.3507265;731.2;0.2558901;False;24.05.2024 14:05:33:428;1716552333428;;
1692;431;0.6612798;0.2997346;0.6360383;0.4057807;733.1;0.2557026;False;24.05.2024 14:05:33:446;1716552333446;;
1695;431;0.6621507;0.2993427;0.670708;0.2706002;736.0;0.2624589;False;24.05.2024 14:05:33:471;1716552333471;;
1696;430;0.6627977;0.2990309;0.6707181;0.2705937;738.7;0.2624723;False;24.05.2024 14:05:33:493;1716552333493;;
1641;447;0.6413997;0.3104444;0.5336015;0.3974805;739.1;0.2551834;False;24.05.2024 14:05:33:515;1716552333515;;
1646;478;0.6431432;0.3325856;0.664498;0.4575679;739.4;0.2566486;False;24.05.2024 14:05:33:536;1716552333536;;
1649;501;0.6444605;0.3483248;0.6643798;0.4576272;739.7;0.2564864;False;24.05.2024 14:05:33:556;1716552333556;;
1706;482;0.6666359;0.3353218;0.7583461;0.2219625;738.8;0.2522486;False;24.05.2024 14:05:33:578;1716552333578;;
1729;493;0.6757156;0.342459;0.7370242;0.4185828;738.0;0.2521084;False;24.05.2024 14:05:33:596;1716552333596;;
1788;472;0.6985177;0.3284232;0.7851077;0.2167959;736.0;0.2464956;False;24.05.2024 14:05:33:618;1716552333618;;
1799;473;0.7028808;0.3288631;0.7368172;0.3422867;735.6;0.2456113;False;24.05.2024 14:05:33:641;1716552333641;;
1810;475;0.7073578;0.3302684;0.7463228;0.3620186;735.3;0.2456186;False;24.05.2024 14:05:33:660;1716552333660;;
1823;417;0.7122749;0.2897297;0.7453705;0.1363974;735.3;0.2294897;False;24.05.2024 14:05:33:690;1716552333690;;
1910;349;0.7462737;0.2427175;0.8487324;0.06987613;738.8;0.2184124;False;24.05.2024 14:05:33:715;1716552333715;;
1913;303;0.7475668;0.2110995;0.7618455;0.06734959;741.6;0.2077776;False;24.05.2024 14:05:33:737;1716552333737;;
1914;272;0.7480217;0.1890055;0.7557374;0.06227972;744.0;0.2077981;False;24.05.2024 14:05:33:757;1716552333757;;
1904;241;0.7439818;0.1678749;0.6904252;0.05757957;746.3;0.2076328;False;24.05.2024 14:05:33:781;1716552333781;;
1898;222;0.7416006;0.1542739;0.6948277;0.06144428;747.9;0.2149324;False;24.05.2024 14:05:33:802;1716552333802;;
1895;206;0.7402943;0.14345;0.7015918;0.06305493;749.3;0.2149714;False;24.05.2024 14:05:33:825;1716552333825;;
1859;187;0.726435;0.129996;0.64836;0.05093479;751.4;0.2166656;False;24.05.2024 14:05:33:856;1716552333856;;
1851;203;0.7232494;0.1416638;0.6739069;0.2448395;756.1;0.240126;False;24.05.2024 14:05:33:880;1716552333880;;
1851;204;0.7230918;0.1416837;0.7061806;0.1428075;760.2;0.2403245;False;24.05.2024 14:05:33:900;1716552333900;;
1850;193;0.7229354;0.134648;0.7178387;0.06424396;765.7;0.2445965;False;24.05.2024 14:05:33:920;1716552333920;;
1853;191;0.7240016;0.1328946;0.7391271;0.09973574;768.7;0.247383;False;24.05.2024 14:05:33:944;1716552333944;;
1854;190;0.7243652;0.1323314;0.7330588;0.1119039;771.4;0.2474585;False;24.05.2024 14:05:33:962;1716552333962;;
1856;190;0.725134;0.1323397;0.7378322;0.136948;774.3;0.2467746;False;24.05.2024 14:05:33:987;1716552333987;;
1857;212;0.7254708;0.147829;0.7322875;0.2434041;775.5;0.2507541;False;24.05.2024 14:05:34:19;1716552334019;;
1890;212;0.7385715;0.147793;0.8029553;0.1452996;778.0;0.2465576;False;24.05.2024 14:05:34:47;1716552334047;;
1890;212;0.738556;0.1475233;0.7308785;0.135452;780.6;0.245192;False;24.05.2024 14:05:34:71;1716552334071;;
1890;212;0.7385456;0.147332;0.7308107;0.1354393;783.0;0.2453655;False;24.05.2024 14:05:34:90;1716552334090;;
1890;212;0.7386456;0.1475049;0.7426371;0.1612525;783.2;0.2455974;False;24.05.2024 14:05:34:113;1716552334113;;
1887;214;0.7374231;0.1490267;0.7133037;0.1816652;778.1;0.256369;False;24.05.2024 14:05:34:145;1716552334145;;
1882;214;0.7354451;0.1490756;0.7047487;0.1596138;773.5;0.2559202;False;24.05.2024 14:05:34:178;1716552334178;;
1183;210;0.4623226;0.1459156;0.2194578;0.1010526;772.8;0.2446351;False;24.05.2024 14:05:34:203;1716552334203;;
738;211;0.2885834;0.1471132;0.1218144;0.181219;774.9;0.2371579;False;24.05.2024 14:05:34:225;1716552334225;;
471;325;0.1843266;0.2260219;0.07878058;0.4614844;778.5;0.2310542;False;24.05.2024 14:05:34:246;1716552334246;;
370;458;0.1446469;0.3186763;0.08983197;0.5768662;781.7;0.2314015;False;24.05.2024 14:05:34:265;1716552334265;;
311;576;0.1215976;0.4004436;0.09183669;0.5994011;785.1;0.2309532;False;24.05.2024 14:05:34:287;1716552334287;;
270;600;0.1057132;0.4170589;0.08257183;0.4883232;780.1;0.2536039;False;24.05.2024 14:05:34:309;1716552334309;;
255;649;0.09993593;0.4506948;0.0890016;0.5758014;775.6;0.2540598;False;24.05.2024 14:05:34:328;1716552334328;;
253;643;0.09919997;0.4466161;0.09792252;0.3807728;769.8;0.2761169;False;24.05.2024 14:05:34:353;1716552334353;;
279;553;0.1091545;0.3842988;0.1307896;0.1440162;766.0;0.2833611;False;24.05.2024 14:05:34:381;1716552334381;;
291;505;0.1139882;0.3507646;0.1308107;0.1438959;762.6;0.284176;False;24.05.2024 14:05:34:400;1716552334400;;
294;489;0.1150286;0.3399677;0.118351;0.2138057;763.0;0.2881962;False;24.05.2024 14:05:34:423;1716552334423;;
282;496;0.1102197;0.3448698;0.09494235;0.3875214;763.2;0.2874668;False;24.05.2024 14:05:34:445;1716552334445;;
282;491;0.110451;0.3414493;0.1113695;0.2577441;763.1;0.2849254;False;24.05.2024 14:05:34:466;1716552334466;;
282;486;0.1104345;0.3380596;0.1103448;0.2487248;763.1;0.2857234;False;24.05.2024 14:05:34:484;1716552334484;;
279;485;0.109092;0.3373558;0.1025066;0.3100113;764.1;0.2901499;False;24.05.2024 14:05:34:505;1716552334505;;
278;484;0.1088331;0.3363042;0.1070817;0.2708635;765.0;0.2909712;False;24.05.2024 14:05:34:524;1716552334524;;
278;480;0.1089153;0.3336489;0.1093768;0.2584995;766.1;0.2987762;False;24.05.2024 14:05:34:548;1716552334548;;
274;485;0.1070993;0.3373275;0.09593637;0.3738274;765.7;0.2924145;False;24.05.2024 14:05:34:571;1716552334571;;
272;485;0.1065686;0.3368765;0.1024192;0.322317;765.3;0.2936108;False;24.05.2024 14:05:34:593;1716552334593;;
273;480;0.1070098;0.3334794;0.111305;0.2587158;767.0;0.29051;False;24.05.2024 14:05:34:616;1716552334616;;
274;477;0.1073853;0.3314493;0.11245;0.2628383;768.5;0.2919844;False;24.05.2024 14:05:34:636;1716552334636;;
275;476;0.1077269;0.3309028;0.1123783;0.2796194;770.5;0.2926986;False;24.05.2024 14:05:34:658;1716552334658;;
273;484;0.1068351;0.3363789;0.09763832;0.3852614;772.5;0.290961;False;24.05.2024 14:05:34:682;1716552334682;;
270;561;0.1058144;0.3900561;0.0925405;0.5895705;774.3;0.2917689;False;24.05.2024 14:05:34:699;1716552334699;;
271;545;0.1061444;0.3787722;0.1144963;0.2513054;773.0;0.281572;False;24.05.2024 14:05:34:722;1716552334722;;
272;524;0.1064628;0.3642741;0.1182075;0.2263758;771.5;0.2618617;False;24.05.2024 14:05:34:745;1716552334745;;
273;509;0.1067015;0.353997;0.1182164;0.2263185;770.2;0.2621878;False;24.05.2024 14:05:34:764;1716552334764;;
859;508;0.3357567;0.3533168;0.5864772;0.3371698;770.4;0.2387179;False;24.05.2024 14:05:34:786;1716552334786;;
1120;716;0.4375846;0.4975458;0.5678614;0.7680108;769.5;0.2289549;False;24.05.2024 14:05:34:810;1716552334810;;
1224;814;0.4781536;0.5657169;0.5555241;0.7552215;768.7;0.2290801;False;24.05.2024 14:05:34:828;1716552334828;;
1316;868;0.5140961;0.6033946;0.5735425;0.7130244;771.6;0.2526659;False;24.05.2024 14:05:34:850;1716552334850;;
1403;876;0.548299;0.6088225;0.6068366;0.6346192;774.7;0.2366142;False;24.05.2024 14:05:34:872;1716552334872;;
1446;878;0.5650996;0.6101623;0.6042599;0.6195813;777.5;0.2368498;False;24.05.2024 14:05:34:889;1716552334889;;
1483;894;0.5793539;0.6211681;0.6049545;0.6660345;779.5;0.2350456;False;24.05.2024 14:05:34:917;1716552334917;;
1503;896;0.5874378;0.6226767;0.6058142;0.6325753;783.8;0.2397046;False;24.05.2024 14:05:34:941;1716552334941;;
1508;897;0.5891555;0.6234093;0.5944237;0.6296446;787.7;0.2400133;False;24.05.2024 14:05:34:964;1716552334964;;
1532;894;0.5987629;0.6214496;0.6265326;0.5822126;790.3;0.2443468;False;24.05.2024 14:05:34:986;1716552334986;;
1544;892;0.6033189;0.619998;0.6210687;0.5800816;792.5;0.2447204;False;24.05.2024 14:05:35:5;1716552335005;;
1531;852;0.5983223;0.5919546;0.5681301;0.4111995;794.9;0.2422556;False;24.05.2024 14:05:35:27;1716552335027;;
1255;823;0.4904822;0.5721733;0.2638681;0.4177038;801.3;0.2416686;False;24.05.2024 14:05:35:51;1716552335051;;
999;824;0.3905104;0.5727733;0.185147;0.5820169;807.0;0.2420147;False;24.05.2024 14:05:35:70;1716552335070;;
967;795;0.3779855;0.5522215;0.324499;0.4036993;809.9;0.2413485;False;24.05.2024 14:05:35:93;1716552335093;;
878;794;0.3430621;0.5517366;0.2489474;0.539233;810.8;0.2401828;False;24.05.2024 14:05:35:117;1716552335117;;
819;796;0.3203079;0.5528499;0.2519494;0.5682586;810.5;0.2412199;False;24.05.2024 14:05:35:143;1716552335143;;
785;797;0.3066914;0.5536392;0.2519527;0.568255;810.3;0.2412952;False;24.05.2024 14:05:35:165;1716552335165;;
764;798;0.2987285;0.5543008;0.2625549;0.567155;811.0;0.2441865;False;24.05.2024 14:05:35:190;1716552335190;;
647;781;0.2527595;0.5423783;0.1521996;0.4407384;808.8;0.2448552;False;24.05.2024 14:05:35:217;1716552335217;;
591;710;0.2310822;0.493387;0.1687924;0.3097273;807.4;0.2411538;False;24.05.2024 14:05:35:243;1716552335243;;
548;651;0.2141071;0.4523796;0.1688021;0.3096624;806.2;0.2414482;False;24.05.2024 14:05:35:277;1716552335277;;
547;601;0.2138509;0.4176489;0.2118873;0.2609418;803.8;0.2347198;False;24.05.2024 14:05:35:300;1716552335300;;
490;601;0.1916045;0.4176992;0.1094113;0.4238806;801.6;0.2365001;False;24.05.2024 14:05:35:319;1716552335319;;
448;601;0.1752135;0.4177452;0.1093948;0.4239187;799.7;0.2362993;False;24.05.2024 14:05:35:339;1716552335339;;
423;721;0.1654483;0.5011389;0.1248888;0.7301789;795.4;0.2300894;False;24.05.2024 14:05:35:363;1716552335363;;
393;774;0.1538618;0.5379961;0.1035228;0.6905979;796.9;0.2219411;False;24.05.2024 14:05:35:385;1716552335385;;
374;809;0.1462902;0.5618973;0.103521;0.6905759;798.3;0.2221981;False;24.05.2024 14:05:35:404;1716552335404;;
350;812;0.1369161;0.5641398;0.09143268;0.5916002;794.8;0.2279563;False;24.05.2024 14:05:35:426;1716552335426;;
326;805;0.1276486;0.5594155;0.08099781;0.4755454;795.1;0.2300728;False;24.05.2024 14:05:35:449;1716552335449;;
310;802;0.1213704;0.5569451;0.0798503;0.4844179;795.4;0.2302822;False;24.05.2024 14:05:35:466;1716552335466;;
301;805;0.1178765;0.5594148;0.0922224;0.5900042;795.7;0.2319962;False;24.05.2024 14:05:35:489;1716552335489;;
292;805;0.114244;0.559321;0.08720143;0.5566705;795.7;0.2386536;False;24.05.2024 14:05:35:511;1716552335511;;
286;805;0.1118383;0.5592534;0.08719584;0.5566165;795.7;0.2387881;False;24.05.2024 14:05:35:531;1716552335531;;
280;807;0.1093859;0.5607346;0.08596507;0.5856901;794.6;0.2455883;False;24.05.2024 14:05:35:553;1716552335553;;
276;814;0.1080863;0.5653531;0.09202253;0.6174198;792.6;0.2523896;False;24.05.2024 14:05:35:576;1716552335576;;
272;814;0.1065383;0.5653154;0.08517189;0.5469926;790.9;0.2524952;False;24.05.2024 14:05:35:595;1716552335595;;
272;834;0.1064446;0.5794488;0.1039978;0.6758988;790.3;0.2556112;False;24.05.2024 14:05:35:618;1716552335618;;
437;593;0.1707423;0.4124991;0.3225727;0.1045191;785.2;0.2531459;False;24.05.2024 14:05:35:642;1716552335642;;
482;392;0.1883325;0.2725255;0.2524554;0.05772765;780.6;0.2529835;False;24.05.2024 14:05:35:672;1716552335672;;
614;290;0.2399008;0.2019452;0.3515735;0.06367596;786.4;0.2571503;False;24.05.2024 14:05:35:701;1716552335701;;
717;260;0.2802954;0.1808558;0.3814571;0.113403;790.1;0.260448;False;24.05.2024 14:05:35:725;1716552335725;;
806;241;0.3152263;0.1676993;0.4036795;0.1183357;792.5;0.2618587;False;24.05.2024 14:05:35:749;1716552335749;;
860;212;0.3361573;0.1477648;0.4063303;0.06786141;794.7;0.2620807;False;24.05.2024 14:05:35:769;1716552335769;;
871;182;0.3403361;0.1266637;0.3608765;0.04827585;795.0;0.2623378;False;24.05.2024 14:05:35:792;1716552335792;;
932;176;0.3641943;0.1225768;0.4371882;0.09919576;794.9;0.257895;False;24.05.2024 14:05:35:814;1716552335814;;
953;173;0.3725374;0.1203966;0.4130724;0.1033859;794.9;0.2581291;False;24.05.2024 14:05:35:834;1716552335834;;
991;172;0.3873224;0.1199447;0.4426138;0.1160683;797.6;0.2560404;False;24.05.2024 14:05:35:856;1716552335856;;
890;182;0.3478436;0.1269242;0.1927799;0.2574256;798.9;0.2545509;False;24.05.2024 14:05:35:878;1716552335878;;
871;185;0.3405786;0.1290423;0.2562682;0.2355648;800.1;0.2545819;False;24.05.2024 14:05:35:896;1716552335896;;
871;188;0.3402468;0.1310858;0.2975214;0.1776322;798.9;0.2523988;False;24.05.2024 14:05:35:918;1716552335918;;
864;199;0.337688;0.1387242;0.2788344;0.2663823;796.8;0.2468737;False;24.05.2024 14:05:35:940;1716552335940;;
863;201;0.3374032;0.1397267;0.2943737;0.2304175;794.9;0.2469694;False;24.05.2024 14:05:35:959;1716552335959;;
862;212;0.3368214;0.1475435;0.3080376;0.2753316;791.2;0.2612409;False;24.05.2024 14:05:35:981;1716552335981;;
850;221;0.3321136;0.1541163;0.2649401;0.2742074;788.4;0.262704;False;24.05.2024 14:05:36:5;1716552336005;;
832;253;0.3250542;0.1760347;0.2444793;0.3566508;785.8;0.2628629;False;24.05.2024 14:05:36:24;1716552336024;;
831;260;0.3249502;0.1812457;0.3236;0.2857174;784.2;0.2600352;False;24.05.2024 14:05:36:49;1716552336049;;
769;278;0.3004408;0.1935766;0.1917814;0.3264931;780.8;0.253527;False;24.05.2024 14:05:36:75;1716552336075;;
677;306;0.2645201;0.2130838;0.1576379;0.3525256;777.7;0.2535641;False;24.05.2024 14:05:36:108;1716552336108;;
591;306;0.2310406;0.2131492;0.120283;0.213989;769.8;0.2469637;False;24.05.2024 14:05:36:133;1716552336133;;
534;308;0.2087235;0.2139692;0.1194182;0.2486238;765.0;0.2469349;False;24.05.2024 14:05:36:156;1716552336156;;
508;309;0.1987661;0.2151248;0.1407798;0.2813489;763.5;0.2497319;False;24.05.2024 14:05:36:180;1716552336180;;
485;307;0.189759;0.2138152;0.1268953;0.1945644;762.0;0.2496526;False;24.05.2024 14:05:36:198;1716552336198;;
512;307;0.200281;0.2136746;0.2729647;0.211313;759.5;0.2568545;False;24.05.2024 14:05:36:222;1716552336222;;
529;307;0.206741;0.2135839;0.2729021;0.2113234;757.1;0.2568113;False;24.05.2024 14:05:36:240;1716552336240;;
585;289;0.2288938;0.2013825;0.3248651;0.1235473;752.8;0.2562414;False;24.05.2024 14:05:36:266;1716552336266;;
593;282;0.2318815;0.1962158;0.2719722;0.1441246;749.8;0.2534866;False;24.05.2024 14:05:36:288;1716552336288;;
628;270;0.2454228;0.188089;0.3247603;0.1181139;745.6;0.2489308;False;24.05.2024 14:05:36:310;1716552336310;;
650;269;0.2539174;0.187288;0.3221738;0.1673116;741.9;0.248895;False;24.05.2024 14:05:36:329;1716552336329;;
637;266;0.2490968;0.1853648;0.2045621;0.1527896;737.0;0.2487561;False;24.05.2024 14:05:36:353;1716552336353;;
635;266;0.2483372;0.1851545;0.2302865;0.1765153;733.5;0.2491228;False;24.05.2024 14:05:36:375;1716552336375;;
634;266;0.2479416;0.1849808;0.2327451;0.1755264;730.4;0.2491231;False;24.05.2024 14:05:36:394;1716552336394;;
636;258;0.248451;0.1795143;0.2635826;0.1160369;728.3;0.2411545;False;24.05.2024 14:05:36:416;1716552336416;;
636;247;0.2484415;0.171704;0.2466429;0.1010586;729.8;0.2360719;False;24.05.2024 14:05:36:444;1716552336444;;
635;238;0.2484334;0.1656923;0.2466397;0.1010587;731.2;0.2360788;False;24.05.2024 14:05:36:471;1716552336471;;
643;231;0.251233;0.1611003;0.2854079;0.1001822;733.5;0.2373828;False;24.05.2024 14:05:36:497;1716552336497;;
645;226;0.2523246;0.15736;0.2747678;0.1007764;738.9;0.2404994;False;24.05.2024 14:05:36:522;1716552336522;;
652;222;0.2546914;0.1547986;0.2915204;0.09996035;743.7;0.2407951;False;24.05.2024 14:05:36:543;1716552336543;;
750;221;0.2930022;0.1535942;0.4145323;0.1139642;749.3;0.2400623;False;24.05.2024 14:05:36:566;1716552336566;;
794;219;0.3104826;0.1525546;0.3868868;0.1143992;754.3;0.2411641;False;24.05.2024 14:05:36:590;1716552336590;;
786;216;0.3072642;0.1505658;0.2614566;0.1009211;753.7;0.2559375;False;24.05.2024 14:05:36:615;1716552336615;;
756;214;0.2953534;0.1492387;0.2105573;0.1016776;753.2;0.2563559;False;24.05.2024 14:05:36:635;1716552336635;;
743;191;0.2905171;0.1332366;0.2393475;0.01779171;747.9;0.2660269;False;24.05.2024 14:05:36:660;1716552336660;;
718;178;0.2806299;0.1239041;0.2094134;0.02869888;742.4;0.2676867;False;24.05.2024 14:05:36:685;1716552336685;;
